date,PM25,PM10,temp,hum,pres,wind,wind_dir,CAT,CAT_24h,CAT_48h,CAT_72h
2015-08-21,2.98432100828891,3.5481965906439443,-0.8257232311590668,0.9442385664575508,0.5900455765733702,-1.0233200455914804,-2.727233481390859,preemergencia,regular,preemergencia,preemergencia
2015-08-22,0.4096506677695773,0.5971606370246844,-0.7081204150746949,0.888376113510364,0.4150725401566982,-0.976939529469043,-2.358845869948347,regular,preemergencia,preemergencia,preemergencia
2015-08-23,2.0762538807249413,2.2797146506774424,-0.5905175989903231,0.8325136605631761,0.24009950374002625,-0.9305590133466057,-1.9904582585058355,preemergencia,preemergencia,preemergencia,regular
2015-08-24,2.204126725355002,2.640361723518797,-0.47291478290595135,0.7766512076159894,0.06512646732335432,-0.8841784972241685,-1.6220706470633237,preemergencia,preemergencia,regular,buena
2015-08-25,2.4066097637995294,2.6962912179250984,-0.3553119668215795,0.7207887546688027,-0.10984656909331761,-0.8377979811017312,-1.253683035620812,preemergencia,regular,buena,regular
2015-08-26,0.7046609672122013,0.9339885917037145,-0.23770915073720753,0.6649263017216159,-0.2848196055099895,-0.7914174649792938,-0.8852954241782994,regular,buena,regular,regular
2015-08-29,-0.08478391768788462,0.09050536517224414,-1.2038731786980583,1.0362376172443082,-1.4596834504550178,1.210042482448944,0.46579085966322886,buena,regular,regular,alerta
2015-08-30,0.4708748369535944,0.7309912080457757,-1.7145132203663362,-1.9274049523476653,0.22841038991337295,0.4793898237169779,0.9189180323714009,regular,regular,alerta,buena
2015-08-31,1.026533591595073,1.371477050919307,-1.1143699445753976,0.10795932843757935,2.3678992864974817,-0.9029446517010216,-1.3218321283204968,regular,alerta,buena,buena
2015-09-01,1.677535411880209,2.1760865100515456,-1.4573091167850982,0.10035049000473775,2.2009449506368717,-0.9180159550641994,-1.419301131145596,alerta,buena,buena,buena
2015-09-02,-0.0841015397586918,0.2709069310405628,-0.8505709436988196,-0.5730317113017832,2.0896420600631314,0.5830793732453101,-0.10554340157750913,buena,buena,buena,buena
2015-09-03,0.0982022291844137,0.37170335784075836,-0.8354966047122946,0.18785213198242073,1.8608527849948937,0.938760408466103,0.6980574195868686,buena,buena,buena,buena
2015-09-04,-0.17641904256065563,0.12458913131786659,-0.0676522616133164,0.5036189269453648,1.6011460403228335,-0.16445368058396984,-0.34195757864264226,buena,buena,buena,buena
2015-09-05,-0.3273785646005663,-0.056955188396557284,0.3365257379211541,-0.23824282025673377,-0.3157370751138119,0.353996779881445,0.3112921211425941,buena,buena,buena,alerta
2015-09-06,-0.11126920890850044,0.1138185504643758,-0.5961932515910213,-0.6795554493615714,-0.2848196055099895,-0.6407050522827284,0.200343362607641,buena,buena,alerta,buena
2015-09-07,0.017955115744747514,0.3252632510992522,-0.999428922399151,0.05469745940768553,-0.9711874307147199,0.6885783762176113,0.07176723122134074,buena,alerta,buena,buena
2015-09-08,1.3408947484227445,1.4777984660283159,-1.7352402862014307,0.9335182984009408,-0.11786526964937948,-0.10718358987899719,-0.4560170500337155,alerta,buena,buena,buena
2015-09-09,0.07029642359757941,0.302347764282197,-1.5948613930632518,0.4123128657512604,0.7107229157329131,1.668208573451259,1.0713429623212893,buena,buena,buena,buena
2015-09-10,0.07364989956867092,0.4026533606859376,-1.0060239044871178,-1.0638017902200945,1.106466526661761,1.1618151074484087,0.8577406795343714,buena,buena,buena,buena
2015-09-11,0.021951142139436934,0.39247932754506126,-0.5980773437595237,-0.43226820029420504,1.0879160448994711,1.7767218250392018,0.37558018683574385,buena,buena,buena,regular
2015-09-12,-0.24421873291839238,0.07538023772456351,-0.5651028101758095,-0.8012968642870443,1.4280082105414489,1.5054385453569148,0.6327324496083451,buena,buena,regular,alerta
2015-09-13,-0.540179582161215,-0.33188062030627297,-0.7686046435343468,-0.18878537044326008,0.6488879765252685,2.1143173685661476,1.1812548165708694,buena,regular,alerta,buena
2015-09-14,0.5006432422187505,0.6845536183832256,-1.2387323791558567,0.41611728496768186,-1.04538935776388,-0.09211204537593025,0.12568625406075684,regular,alerta,buena,buena
2015-09-15,1.37145041071516,1.7115344178991152,-1.655158475788666,-0.5768361305182039,0.042905572290472885,0.779005141409664,-0.22271358582470255,alerta,buena,buena,buena
2015-09-16,-0.34681173216384314,-0.08654093444748753,-0.9438425505865446,-0.4436814579434681,0.3149793048040484,2.2559861492266964,1.2320631265541646,buena,buena,buena,buena
2015-09-17,0.08094895376069833,0.38264258298431303,-0.9777596013246591,-0.6148803226824139,0.6921724339706232,1.4421405301278964,1.1905869551392299,buena,buena,buena,buena
2015-09-18,-0.40418192638979256,-0.19947219889542286,-0.7478776511861956,-0.6148803226824139,1.2301364050770334,1.436111731471753,1.0682322494651693,buena,buena,buena,alerta
2015-09-19,-0.025387831010674114,0.23471133565070604,-0.6423580319927583,-0.2724825932045223,1.502210137590609,0.260555012511597,0.19101122403928047,buena,buena,alerta,preemergencia
2015-09-20,-0.0029729108618584254,0.36455233652625324,-0.5302430547973755,-1.0181487596230423,1.502210137590609,0.28165445139622364,-2.6521803264545576,buena,alerta,preemergencia,alerta
2015-09-21,1.1763965296476038,1.9847885093819275,-0.22216318573876606,-1.4176127773472493,1.5145771254321412,-0.11924034320167275,-2.314149529422832,alerta,preemergencia,alerta,alerta
2015-09-22,3.451497648917215,4.598875688532261,-0.19484110766721535,-0.26487375477168,1.242503392918549,-1.1350418282621242,-0.9423251598738357,preemergencia,alerta,alerta,regular
2015-09-23,1.435485074210658,2.3293262769037346,-0.05257811105485077,-0.4056372657792581,1.3414392956507735,-0.5442503324241442,-1.0304620241305744,alerta,alerta,regular,buena
2015-09-24,1.550440531192769,1.9346231257852766,-0.6065567006580822,1.1808055474683066,1.6629809795304613,-1.0084433833909476,-0.4726075185996895,alerta,regular,buena,buena
2015-09-25,0.5374969607292412,0.828908096520102,-0.13454412857723425,0.07371955548979019,2.0587245904593092,-0.52917821521384,-0.6281431614056981,regular,buena,buena,buena
2015-09-26,-0.025276313995008435,0.17214178695800386,-0.39551699120105865,0.7965592066097841,1.3043383321261934,-0.9210301433948682,-0.8521144870463506,buena,buena,buena,regular
2015-09-27,-0.168981919682566,0.042492084083126165,-0.6461264047578225,0.979171328997993,0.4943006285061908,-0.5352062904503162,0.12672315834613,buena,buena,regular,buena
2015-09-28,0.30992790409399973,0.5115270938565121,-0.43885544492198253,0.04708862097484263,1.594962546402059,-0.31215195317784394,-0.4342420600408743,buena,regular,buena,alerta
2015-09-29,0.8254471710134074,1.1192456028785027,-0.9975447360166189,1.5574430498939873,1.1002830327410034,-0.9572011267825621,-1.4566296854190381,regular,buena,alerta,preemergencia
2015-09-30,0.08771962971183306,0.35136787695378663,-0.34746802441678964,0.18024329354957913,0.772557854940541,0.3087830205043418,-0.7214645470893034,buena,alerta,preemergencia,alerta
2015-10-02,1.767590712364382,2.650706918028693,-0.5104583054407978,-1.9616447252954545,1.8052013397080238,-0.2729666608895369,-1.2295476469222655,alerta,preemergencia,alerta,buena
2015-10-03,3.1378693181924895,4.504132836621676,-0.10628001384283538,-0.29530910850304837,0.26551135343795296,-1.00844344367592,-1.0387572584135611,preemergencia,alerta,buena,buena
2015-10-04,1.3259753648268906,1.9718758943367283,0.05859444414230205,-0.16976327436115543,-0.5074253866574696,0.1429992863591064,-0.2258242986808227,alerta,buena,buena,buena
2015-10-05,-0.18721229657687652,0.029727976696341474,-0.50669030011045,0.08132839392263179,0.061456054052762894,-0.423679061529108,0.28744332257900584,buena,buena,buena,regular
2015-10-06,-0.02361152426114117,0.18413818526315381,-1.12661786266708,0.5340542806767339,0.38918123185320846,-0.41765056429782543,-0.6903574185281016,buena,buena,regular,buena
2015-10-07,-0.2641908993907203,-0.014658193616922248,-0.7733154392397813,0.0889372323554747,1.5331276071944313,0.3087824176546183,0.12257554120463665,buena,regular,buena,buena
2015-10-12,0.3769575960102347,0.8338768103795997,-0.2711548486840918,-0.3866151696971528,1.3909072470168689,-1.0868138172551312,-1.4255225568578365,regular,buena,buena,buena
2015-10-13,-0.20687115333852457,0.28596913151433884,-0.04975178437403765,-0.14693675906262932,-0.1735167149362495,0.07065768129355318,-0.4497956243214752,buena,buena,buena,buena
2015-10-14,-0.36785924128723374,-0.26193854735092187,-0.26550219532246594,-0.13552350141336625,0.13565798110192293,0.03147217800784265,0.28433260972288565,buena,buena,buena,buena
2015-10-15,-0.2506681336577283,-0.031238192701274637,-0.6159782920689514,-1.0067355019737794,1.9597886877271014,-0.4960210283044953,0.4274254011044136,buena,buena,buena,buena
2015-10-18,-0.5939732663847412,-0.20914281624506328,0.2300638842154062,-0.36759307361504817,1.4589256801452712,1.1768860491017534,-0.16568385012916628,buena,buena,buena,buena
2015-10-19,-0.4102489830754173,-0.2102251601962205,0.28659201947017393,-0.15835001671189236,1.1250170084240512,0.6373361497517122,0.6161419810423711,buena,buena,buena,buena
2015-10-20,-0.4752766790437481,-0.1551615409508445,0.009603054417662365,-0.12030582454768175,1.0755490570579387,0.4052387049224826,1.0340144080478473,buena,buena,buena,buena
2015-10-21,0.30905169897091167,0.500313507106734,-0.8204224541538291,0.06611071705694858,2.1267430235877116,-0.5442490362972396,-1.5520248796733895,buena,buena,buena,buena
2015-10-24,-0.12234391063092527,0.44687088670913744,0.24702212694237366,-2.087190559437348,1.706265436975799,0.47758094298024545,-2.3805114036867296,buena,buena,buena,buena
2015-10-25,-0.006063525296023478,0.3585113470314232,0.3421785797108399,0.37046425437062963,0.061456054052762894,-0.9150016461635861,-0.5514122442880678,buena,buena,buena,buena
2015-10-26,-0.45484251350651916,-0.18536648842499484,0.020908643783004395,-0.26867817398810145,0.32734629264558074,1.0111026766663518,0.8183383166901815,buena,buena,buena,buena
2015-10-27,-0.2947279755138583,0.021086844639778342,0.5795978406636104,-0.8507543141005173,0.35208026832862843,0.6403503682248671,0.22211835260048218,buena,buena,buena,buena
2015-10-28,-0.5214048960237739,-0.09730144698515361,0.05670978668962068,-0.2915046892866276,-0.1735167149362495,0.9236894668127589,0.7561240595677781,buena,buena,buena,buena
2015-10-29,-0.48709217237023833,-0.20668111302592007,-0.6122097308758276,-0.7023819646600976,1.3228888138884836,1.0955016077618174,0.5280051167856323,buena,buena,buena,buena
2015-10-30,-0.30579736690220394,0.08303719190926045,-0.45298754939619706,-0.8241233795855704,1.4280082105414489,2.072116380822864,1.1387417408705593,buena,buena,buena,buena
2015-10-31,-0.5070298216710508,-0.10070957189182016,-0.04504108288263314,-1.0790194670857784,1.5702285707190113,1.5416101315943311,1.009128705198886,buena,buena,buena,buena
2015-11-01,-0.5828056338159283,-0.2874969670719653,0.611630705019193,-1.2920669432053558,1.310521826046951,-0.351337396178582,-0.26937427866650515,buena,buena,buena,buena
2015-11-02,-0.6080217551915862,-0.1356768327510615,0.62858941881631,-1.5013100001085113,0.7416403853367186,0.08271470589860379,-0.7110955042355697,buena,buena,buena,buena
2015-11-03,-0.47848943116173764,0.19027482375831867,0.8302075368624642,-2.0339286904074543,1.5640450767982537,-0.3724371364880701,-1.1797762412243427,buena,buena,buena,buena
2015-11-04,-0.49744997899195487,0.10111737005149572,1.1882208502092273,-2.1214303323851373,1.446558692303739,-0.5804203512522812,-0.7463502499382648,buena,buena,buena,buena
2015-11-05,-0.5419611992448273,0.0301760167505414,1.6658860756517009,-1.337719973802408,1.2548703807600812,-0.46286435381741503,-0.192643361548874,buena,buena,buena,buena
2015-11-06,-0.7168140384412369,-0.22668937364858857,1.817570663674935,-1.6116381573847212,0.4571996649816108,-0.5472633451978532,-0.6032574585567368,buena,buena,buena,buena
2015-11-07,-0.7519395087256127,-0.13672393759683193,0.9376115308664931,-0.5045521654062048,-0.1920671966985395,0.4986806531472474,0.5601491496322079,buena,buena,buena,buena
2015-11-08,-0.6905284157820035,-0.3442168242705071,0.5833664960707644,-0.538791938353994,-0.6558292407557897,0.1701279157521967,0.48756584965607,buena,buena,buena,buena
2015-11-09,-0.6232464829970008,-0.14117161611240064,0.7086711557421315,-0.26106933555525985,0.15420846286421294,0.7940763844878699,0.1899743197539073,buena,buena,buena,buena
2015-11-10,-0.3998964867877801,0.27566672734669756,0.39776429202523716,-0.4398770387270473,1.242503392918549,0.9116318695004715,0.6773193338794014,buena,buena,buena,buena
2015-11-11,-0.8215048851647236,-0.2375656718182388,1.2211956664350305,-1.7257707338773518,0.16657545070572835,0.6644637844427593,-0.27248499152262534,buena,buena,buena,buena
2015-11-12,-0.7735714201144325,0.23330428851420185,0.9281901278836832,-0.56161845365252,-0.8784350219032698,2.469997499512356,1.2901297665350755,buena,buena,buena,buena
